epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,10645.5,0.66747,0.83292,1.01752,0.6712,0.5015,0.5502,0.44447,0.86542,1.148,0.92632,0.00024942,0.00024942,0.00024942
96,10756.7,0.66958,0.8258,1.01739,0.71208,0.48164,0.54746,0.4421,0.86447,1.1543,0.92475,0.000240254,0.000240254,0.000240254
97,10865.1,0.66742,0.82407,1.01201,0.72717,0.47663,0.55024,0.44397,0.8647,1.14049,0.9239,0.000231088,0.000231088,0.000231088
98,10974.4,0.65796,0.81546,1.00879,0.72559,0.47836,0.55014,0.44363,0.86932,1.15088,0.92483,0.000221922,0.000221922,0.000221922
99,11084.3,0.66517,0.81965,1.01664,0.72295,0.47636,0.54987,0.44327,0.86919,1.15136,0.92984,0.000212757,0.000212757,0.000212757
100,11193.6,0.65472,0.81409,1.01029,0.73391,0.4739,0.55193,0.44523,0.86655,1.15132,0.92529,0.000203591,0.000203591,0.000203591
101,11304.9,0.66103,0.8127,1.01312,0.70368,0.49497,0.55169,0.44601,0.864,1.14955,0.92498,0.000194425,0.000194425,0.000194425
102,11415,0.6566,0.80754,1.01186,0.70978,0.48232,0.54931,0.44369,0.86907,1.15765,0.92878,0.000185259,0.000185259,0.000185259
103,11520.9,0.66044,0.80623,1.01074,0.69263,0.49041,0.54733,0.44193,0.87096,1.16723,0.93024,0.000176094,0.000176094,0.000176094
104,11636.7,0.64973,0.80329,1.00714,0.69124,0.49173,0.54752,0.44258,0.86999,1.17728,0.92701,0.000166928,0.000166928,0.000166928
105,11747.5,0.64928,0.79585,1.00857,0.6546,0.4954,0.54804,0.44344,0.87195,1.17288,0.92898,0.000157762,0.000157762,0.000157762
106,11862.8,0.65777,0.79358,1.00983,0.70317,0.47779,0.54745,0.44281,0.87306,1.17587,0.93116,0.000148596,0.000148596,0.000148596
107,11975.1,0.65557,0.80318,1.01064,0.72738,0.47331,0.54727,0.44228,0.86736,1.18462,0.92794,0.000139431,0.000139431,0.000139431
108,12083.4,0.64171,0.7851,1.00586,0.72168,0.47564,0.54692,0.4425,0.86696,1.18413,0.92625,0.000130265,0.000130265,0.000130265
109,12194.4,0.63272,0.76827,0.99941,0.73068,0.48015,0.54928,0.4446,0.86805,1.18338,0.92733,0.000121099,0.000121099,0.000121099
110,12303.5,0.64254,0.7751,1.0026,0.7233,0.47328,0.55063,0.44609,0.86892,1.17782,0.92779,0.000111933,0.000111933,0.000111933
111,12408.7,0.64,0.67835,0.96048,0.68586,0.48238,0.54384,0.43923,0.87963,1.17939,0.9388,0.000102768,0.000102768,0.000102768
112,12508.3,0.61759,0.61419,0.94602,0.69441,0.47452,0.54144,0.43656,0.88124,1.18474,0.9383,9.36017e-05,9.36017e-05,9.36017e-05
113,12609.5,0.61448,0.60654,0.94804,0.6943,0.47264,0.54267,0.43786,0.87911,1.18183,0.93592,8.4436e-05,8.4436e-05,8.4436e-05
114,12720.3,0.61565,0.5987,0.94346,0.69988,0.46982,0.54248,0.43826,0.87812,1.18164,0.93699,7.52703e-05,7.52703e-05,7.52703e-05
115,12829,0.60707,0.58833,0.94094,0.68672,0.47424,0.54176,0.43724,0.87919,1.19327,0.93891,6.61045e-05,6.61045e-05,6.61045e-05
116,12941.3,0.60645,0.57949,0.94176,0.68309,0.47495,0.54088,0.43641,0.8788,1.19797,0.93886,5.69387e-05,5.69387e-05,5.69387e-05
117,13043.2,0.60712,0.57943,0.9384,0.65605,0.48641,0.54091,0.43668,0.87814,1.19708,0.9389,4.7773e-05,4.7773e-05,4.7773e-05
118,13147,0.59993,0.5698,0.93373,0.63726,0.49549,0.54161,0.43775,0.87692,1.19746,0.93729,3.86073e-05,3.86073e-05,3.86073e-05
119,13247.3,0.60285,0.57555,0.93802,0.63885,0.4952,0.54129,0.43743,0.87476,1.19993,0.93588,2.94415e-05,2.94415e-05,2.94415e-05
120,13345,0.60251,0.57231,0.93726,0.69084,0.47004,0.54094,0.437,0.87505,1.20113,0.93536,2.02757e-05,2.02757e-05,2.02757e-05
