epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,13753.1,0.49408,0.82288,0.9856,0.63102,0.58676,0.59094,0.49262,0.54491,0.84331,0.74924,0.000231088,0.000231088,0.000231088
98,13892.1,0.49113,0.80906,0.98385,0.62415,0.58952,0.5925,0.49328,0.54781,0.83955,0.75121,0.000221922,0.000221922,0.000221922
99,14032.4,0.47582,0.78748,0.98163,0.64044,0.58456,0.59661,0.49788,0.5454,0.84102,0.75017,0.000212757,0.000212757,0.000212757
100,14173.8,0.48695,0.80913,0.98961,0.64488,0.586,0.59658,0.49634,0.5519,0.84045,0.76029,0.000203591,0.000203591,0.000203591
101,14313.8,0.48721,0.80713,0.98285,0.67014,0.57032,0.59677,0.49672,0.55153,0.84009,0.75901,0.000194425,0.000194425,0.000194425
102,14454.6,0.4885,0.80059,0.98478,0.64056,0.58763,0.59745,0.50007,0.54814,0.83612,0.75456,0.000185259,0.000185259,0.000185259
103,14595.4,0.47826,0.79702,0.98228,0.63197,0.59683,0.60045,0.50221,0.54416,0.83339,0.74954,0.000176094,0.000176094,0.000176094
104,14735.9,0.48134,0.79844,0.98345,0.64208,0.59883,0.60017,0.50182,0.53958,0.83165,0.7458,0.000166928,0.000166928,0.000166928
105,14877.7,0.49745,0.80536,0.98741,0.64854,0.59151,0.60168,0.50164,0.54752,0.82462,0.75634,0.000157762,0.000157762,0.000157762
106,15017.2,0.49314,0.79208,0.98312,0.65207,0.5923,0.60412,0.50385,0.54525,0.82857,0.75201,0.000148596,0.000148596,0.000148596
107,15157.7,0.47338,0.77972,0.97994,0.6716,0.57599,0.60683,0.50612,0.54294,0.82928,0.75034,0.000139431,0.000139431,0.000139431
108,15299.6,0.47943,0.78348,0.98291,0.65361,0.5888,0.60656,0.50547,0.54373,0.8299,0.75076,0.000130265,0.000130265,0.000130265
109,15442.3,0.47788,0.77952,0.97935,0.64931,0.59081,0.6087,0.5058,0.541,0.83283,0.74829,0.000121099,0.000121099,0.000121099
110,15582.7,0.46883,0.76658,0.97915,0.66254,0.58437,0.60858,0.50563,0.53915,0.8281,0.74598,0.000111933,0.000111933,0.000111933
111,15719.8,0.47879,0.64732,0.91702,0.63878,0.59114,0.60006,0.49909,0.54999,0.83736,0.76,0.000102768,0.000102768,0.000102768
112,15855,0.46703,0.60087,0.90904,0.65116,0.58619,0.5999,0.49785,0.55226,0.83578,0.76397,9.36017e-05,9.36017e-05,9.36017e-05
113,15988.1,0.46392,0.5854,0.90356,0.63641,0.59274,0.60253,0.49884,0.55261,0.835,0.76033,8.4436e-05,8.4436e-05,8.4436e-05
114,16121.6,0.46052,0.58127,0.90092,0.64265,0.58793,0.60204,0.49998,0.54727,0.83793,0.75156,7.52703e-05,7.52703e-05,7.52703e-05
115,16255.2,inf,0.57782,0.89979,0.6377,0.59283,0.60259,0.50023,0.54235,0.84024,0.74579,6.61045e-05,6.61045e-05,6.61045e-05
116,16389.6,0.45198,0.56879,0.90142,0.63588,0.59264,0.6025,0.50039,0.54237,0.8387,0.74607,5.69387e-05,5.69387e-05,5.69387e-05
117,16522.3,0.44993,0.56286,0.90037,0.64481,0.58434,0.60412,0.50128,0.54249,0.83379,0.74831,4.7773e-05,4.7773e-05,4.7773e-05
118,16654.7,0.44668,0.55802,0.89401,0.64355,0.59243,0.60448,0.50134,0.53994,0.8333,0.74595,3.86073e-05,3.86073e-05,3.86073e-05
119,16787.9,0.4452,0.54542,0.89655,0.63485,0.59467,0.60317,0.5001,0.53828,0.83186,0.74515,2.94415e-05,2.94415e-05,2.94415e-05
120,16920,0.44301,0.55431,0.8977,0.61857,0.60826,0.60364,0.50078,0.53735,0.8307,0.74593,2.02757e-05,2.02757e-05,2.02757e-05
